title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear
Ahmad_Al-Jaber_Al-Sabah,,Kuwait,,,1885,1950
Ahmad_Hussain_Gilani,Mahboob-e-Zaat,Mundair Kalan,Mundair Kalan,,1899,1961
Ahmad_bin_Ali_Al_Thani,Emir of the State of Qatar,,Doha,,1920,1977
Ahmad_bin_Said_al-Busaidi,Sayyid,,Adam Oman,,1710,1783
Ahmed_Kemaleddin,Lieutenant generalof Inf.Ottoman Army,Istanbul,Istanbul,,1847,1905
Ahmed_bin_Salman_bin_Abdulaziz_Al_Saud,,Riyadh,Riyadh,,1958,2002
Ahmed_bin_Zayed_Al_Nahyan,,Rabat,,,1968,2010
Akbar,,Agra,Sindh,,1542,1605
Akile_Hatun,,Istanbul,Istanbul,1,1607,1630
Al-Mustakfi_I_(Cairo),,,,,1285,1340
Al-Mustansir_(Baghdad),,Baghdad,Baghdad,,1192,1242
Al-Mutawakkil_II,,,,,1416,1497
Al-Muwaffaq,Regent (de facto) of theAbbasid Caliphate,,,,842,891
Al-aman_Mirza,Shahzadaof theMughal Empire,Badakhshan,Badakhshan,,1528,1528
Al_Bandari_bint_Abdulaziz_Al_Saud,,Riyadh,,,1928,2008
Alavi_Thangal,,Presidencies and provinces of British India,Tarim Yemen,,1752,1845
"Balthasar,_Duke_of_Mecklenburg",,Wismar,,,1451,1507
Barbara_Zápolya,,Poland,Trenčín,1,1495,1515
Barbara_of_Brandenburg,,Ansbach,Principality of Ansbach,,1464,1515
"Barnim_X,_Duke_of_Pomerania",Duke of Pomerania,Szczecin,Wolgast,1,1549,1603
Baron_Aschwin_of_Sierstorpff-Cramm,,Wojnowo Lubusz Voivodeship,Litzendorf,1,1846,1909
Baroness_Elisabeth_of_Wangenheim-Winterstein,Hereditary Grand Duchess of Saxe-Weimar-Eisenach,Munich,Kingdom of Württemberg,1,1912,2010
Baroness_Hedwig_of_Sierstorpff-Driburg,,Kingdom of Prussia,Kingdom of Prussia,1,1848,1900
Baroness_Wilhelmine_of_Dörnberg,Princess of Thurn and Taxis,Kingdom of Bavaria,Prussia,1,1803,1835
Bars_Bolud_Jinong,Khagan of the Mongols Jinong,,,,1490,1519
Bathilde_d'Orléans,Princess of Condé,Paris,Château de Saint-Cloud,1,1750,1822
"Baudouin,_12th_Prince_of_Ligne",Prince of Ligne,Belœil,Paris,,1918,1985
"Beatrice,_Duchess_of_Viseu",Duchess of Viseu,,,1,1430,1506
"Beatrice_I,_Abbess_of_Quedlinburg",,Quedlinburg,Italy,,1037,1061
"Beatrice_d'Este,_Queen_of_Hungary",,,,1,1215,1245
Beatrice_of_Bavaria,,,,1,1344,1359
"Beatrice_of_Bourbon,_Queen_of_Bohemia",,,,1,1320,1383
"Beatrice_of_Castile,_Marchioness_of_Montferrat",,,,1,1254,1286
Beatrice_of_Castile_(1242–1303),,,,1,1242,1303
Beatrice_of_Luxembourg,,Kingdom of Hungary,,1,1305,1319
Beatrice_of_Naples,,Naples,Naples,2,1457,1508
Beatrice_of_Provence,,,,1,1234,1267
"Beatrice_of_Sicily,_Latin_Empress",Latin Empress of Constantinople,,,1,1252,1275
Beatrice_of_Sicily_(1326–1365),,,Palermo,1,1326,1365
Beatrice_of_Silesia,,,,1,1290,1322
Beatrice_of_Swabia,,Nordhausen,Kingdom of Germany,1,1198,1212
Beatriz_Pereira_de_Alvim,,Chaves Portugal,,1,1380,1415
Bedrifelek_Kadınefendi,,Yıldız Palace,Poti,1,1851,1930
Begum_Om_Habibeh_Aga_Khan,,France,Sète,1,1906,2000
Behice_Hanımefendi,,Turkey,Adapazarı,1,1882,1969
Benedicta_Henrietta_of_the_Palatinate,Duchess of Brunswick-Lüneburg,Hanover,France,1,1652,1730
Benigna_Gottlieb_von_Trotha_gt_Treyden,Duchess of Courland,Jelgava,,1,1703,1782
Bennett_Nāmākēhā,,Pauoa Hawaii,,1,1799,1860
Berengaria_of_Barcelona,"['Empress of All Spain', 'Queen of León Castile and Galicia']",Palencia,Barcelona,1,1116,1149
"Bernard_II,_Duke_of_Saxe-Lauenburg",,,,1,1385,1463
"Bernhard,_Prince_of_Saxe-Meiningen",Prince of Saxe-Meiningen,Bad Krozingen,Cologne,,1901,1984
"Bernhard_II,_Duke_of_Saxe-Jena",,Jena,Weimar,1,1638,1678
"Bernhard_II,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Meiningen,1,1800,1882
"Bernhard_III,_Duke_of_Saxe-Meiningen",Duke of Saxe-Meiningen,Meiningen,Meiningen,1,1851,1928
Bertha_of_Savoy,,Rhenish Franconia,,1,1051,1087
Berthe_de_Rohan,Duchess of Madrid,Vienna,Kingdom of Bohemia,1,1868,1945
"Berthold,_Margrave_of_Baden",Margrave of Baden,Baden,Karlsruhe,1,1906,1963
"Berthold_V,_Duke_of_Zähringen",,Freiburg im Breisgau,,,1160,1218
Bertram_Willes_Dayrell_Brooke,,Weybridge,Kuching,,1876,1965
Beyene_Merid,,Egia,,1,1897,1937
Bhagvat_Singh,MaharajaofGondal,Gondal India,Dhoraji,,1865,1944
Bharani_Thirunal_Lakshmi_Bayi,,,,1,1848,1901
Bhim_Singh_II,Uprajpramukh ofRajasthan,,,,1909,1991
Bhim_Singh_of_Mewar,Ruler ofUdaipur State,,,,1768,1828
Bhoja_II,,,,,1175,1212
Bianca_of_Savoy,,Pavia,,1,1335,1387
Bidar_Bakht,Shahzada of theMughal Empire,Agra,Agra,,1670,1707
Bidar_Kadınefendi,,Erenköy,Caucasus,1,1858,1918
Bir_Bikram_Kishore_Debbarman,,,,,1908,1947
Blanche_of_Anjou,,Barcelona,,1,1280,1310
Blanche_of_Burgundy,,Maubuisson Abbey,,1,1296,1326
Blanche_of_Castile_(1319–75),Abbess of Santa María la Real de las Huelgas,Abbey of Santa María la Real de Las Huelgas,Alcocer,,1315,1375
Blanche_of_England,,Haguenau,Northamptonshire,1,1392,1409
"Blanche_of_France,_Duchess_of_Austria",,Austria,,1,1278,1305
"Blanche_of_France,_Duchess_of_Orléans",Duchess of Orléans,,,1,1328,1382
"Blanche_of_France,_Infanta_of_Castile",Infanta of Castile,France,Jaffa,1,1253,1323
"Blanche_of_Navarre,_Duchess_of_Brittany",,Naples,,1,1226,1283
Blanche_of_Valois,Queen of Germany and Bohemia,Prague,,1,1316,1348
Bogd_Khan,,Mongolia (1911–24),Litang,1,1869,1924
Bolo_(prince),Prince Duanzhong of the First Rank,,,,1613,1652
Bona_of_Savoy,,Fossano,Turin,1,1449,1503
Bonne_of_Armagnac,Duchess of Orléans,Castelnau-de-Montmiral,Lavardens,1,1392,1415
Bonne_of_Artois,,Dijon,,2,1396,1425
Bonne_of_Berry,"['Countess of Savoy', 'Countess of Armagnac']",Carlat,,2,1362,1435
Boris_Kalamanos,,,Kievan Rus',1,1114,1154
Boček_IV_of_Poděbrady,,Kłodzko,,,1442,1496
Brograve_Beauchamp,,,,,1897,1976
"Bruno,_3rd_Prince_of_Ysenburg_and_Büdingen",Prince of Ysenburg and Büdingen,Büdingen,Büdingen,,1837,1906
Bruttia_Crispina,Augusta,Capri,Roman Empire,1,164,191
Bukar_Kura_of_Borno,,Kanem-Bornu Empire,,,1830,1884
Burgravine_Louise_Isabelle_of_Kirchberg,Princess consort of Nassau-Weilburg,Austrian Empire,Hachenburg,1,1772,1827
Burhaneddin_Cem,Prince of the Ottoman Empire,United States,Istanbul,,1920,2008
Butuga_II,,,,,938,961
Béatrice_Hiéronyme_de_Lorraine,Abbess of Remiremont,France,,,1662,1738
Béatrix_de_Cusance,"['Baroness of Belvoir and de Saint-Julien', 'Princess consort de Cantecroix', 'Madame de Lorraine']",Besançon,,1,1614,1663
Bülbül_Hatun,,Istanbul,,1,1452,1515
Badr_bin_Abdulaziz_Al_Saud,,,,,1932,2013
Badshah_Begum,,Delhi,,1,1703,1789
Bagrat_III_of_Imereti,,,,,1495,1565
Bagrat_II_of_Iberia,,,,,937,994
Bahman_Mirza_Qajar,,Karabakh,Tehran,,1810,1884
Bahram_Mirza,,Tehran,,,1806,1882
Baibars,,Bahri dynasty,Cumania,,1223,1277
"Charles_Michael,_Duke_of_Mecklenburg",Duke of Mecklenburg,Remplin,Oranienbaum Russia,,1863,1934
"Charles_Nall-Cain,_1st_Baron_Brocket",,,,,1866,1934
"Charles_Orlando,_Dauphin_of_France",,Château d'Amboise,Château de Plessis-lez-Tours,,1492,1495
Charles_Renshaw,,,,,1848,1918
"Charles_Stuart,_Duke_of_Cambridge_(1660–1661)",Duke of Cambridge,Palace of Whitehall,Worcester Park House,,1660,1661
"Charles_Stuart,_Duke_of_Cambridge_(1677)",Duke of Cambridge,St James's Palace,St James's Palace,,1677,1677
"Charles_Stuart,_Duke_of_Kendal",Duke of Kendal,St James's Palace,St James's Palace,,1666,1667
"Charles_Thomas,_Prince_of_Löwenstein-Wertheim-Rochefort",Prince of Löwenstein-Wertheim-Rochefort,Kleinheubach,Augsburg,,1714,1789
"Charles_Thomas,_Prince_of_Löwenstein-Wertheim-Rosenberg",Prince of Löwenstein-Wertheim-Rosenberg,Heidelberg,Schrozberg,,1783,1849
"Charles_Thomas,_Prince_of_Vaudémont",Prince de Vaudémont Prince of Commercy,Ostiglia,,,1670,1704
"Charles_William_Frederick,_Margrave_of_Brandenburg-Ansbach",,Gunzenhausen,Ansbach,1,1712,1757
"Charles_d'Orléans,_Duke_of_Penthièvre",Duke of Penthièvre,Château de Neuilly,Palais-Royal,,1820,1828
"Charles_of_Saxony,_Duke_of_Courland",Duke of Courland and Semigallia,Dresden,Dresden,1,1733,1796
"Charlotte,_Landgravine_of_Hesse-Kassel",Electress Palatine,Heidelberg Castle,Heidelberg Castle,1,1627,1686
Charlotte_Bonaparte_Gabrielli,,Rome,Saint-Maximin-la-Sainte-Baume,1,1795,1865
Charlotte_Catherine_de_La_Trémoille,Princess of Condé,France,France,1,1568,1629
Charlotte_Marie_of_Saxe-Jena,,Tonna Germany,Jena,1,1669,1703
Charlotte_de_La_Marck,(suo jure)Duchess of Bouillon,,,1,1574,1594
Charlotte_de_Rohan,Princess of Condé,Hôtel de Condé,France,1,1737,1760
"Charlotte_of_Bourbon,_Queen_of_Cyprus",,Nicosia,,1,1388,1422
Charlotte_of_Lorraine,Mademoiselle d'Armagnac,,,,1678,1757
Charlotte_of_Schaumburg-Lippe,Queen consort of Württemberg,Bebenhausen Abbey,Schloss_Ratiborschitz,1,1864,1946
Charlotte_of_the_Palatinate_(1628–1631),Princess Palatine,The Hague,The Hague,,1628,1631
Chevalier_de_Grimaldi,Governor-General of Monaco,,,,1697,1784
Chhatrasal,Maharaja,,,1,1649,1731
Ching-Thang_Khomba,King of Manipur,Murshidabad,,,1748,1799
Chinglen_Nongdrenkhomba,King of Manipur,Canchipur,Canchipur,,1788,1834
"Chlodwig,_Landgrave_of_Hesse-Philippsthal-Barchfeld",Landgrave of Hesse,Bad Hersfeld,Steinfurt,,1876,1954
"Christian,_Duke_of_Schleswig-Holstein-Sonderburg-Ærø",Duke of Schleswig-Holstein-Sonderburg-Ærø,,,,1570,1633
"Christian,_Prince-Elect_of_Denmark","['Crown Prince of Norway', 'Prince Elect of Denmark']",Gorbitz,Copenhagen Castle,1,1603,1647
"Christian_Albert,_Margrave_of_Brandenburg-Ansbach",Margrave of Brandenburg-Ansbach,Ansbach,Ansbach,,1675,1692
"Christian_Conrad,_Count_of_Danneskiold-Samsøe",,,,,1774,1823
"Christian_Ernest_II,_Duke_of_Saxe-Coburg-Saalfeld",,Saalfeld,Saalfeld,1,1683,1745
"Christian_I,_Elector_of_Saxony",,Dresden,Dresden,1,1560,1591
"Christian_II,_Duke_of_Saxe-Merseburg",Duke of Saxe-Merseburg,Merseburg,Merseburg,1,1653,1694
"Christian_II,_Elector_of_Saxony",,Dresden,Dresden,1,1583,1611
"Christian_III,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken,Zweibrücken,Strasbourg,1,1674,1735
"Christian_IV,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken-Birkenfield,Herschweiler-Pettersheim,Bischwiller,,1722,1775
Christiane_Charlotte_of_Württemberg-Winnental,,Ludwigsburg,Stuttgart,1,1694,1729
Christiane_Eberhardine_of_Brandenburg-Bayreuth,,Pretzsch Wittenberg,Bayreuth,1,1671,1727
"Christiane_Henriette,_Countess_Palatine_of_Zweibrücken","['Countess Palatine of Zweibrücken-Birkenfeld', 'Princess of Waldeck and Pyrmont']",Arolsen Castle,Ribeauvillé,1,-1725,1816
Christina_Abrahamsdotter,,,Finland,1,1432,1492
Christina_Hvide,Queen consort of Sweden,,,1,1145,1200
"Christina_of_Norway,_Infanta_of_Castile",,Kingdom of Castile,Bergen,1,1234,1262
Christina_of_Salm,,,,1,1575,1627
Christine_Alix_de_Massy,,,,,1951,1989
Christine_of_France,,Palazzo Madama Turin,Louvre Palace,1,1606,1663
Christine_of_Mecklenburg-Güstrow,,Gedern,Güstrow,,1663,1749
Christoph_Johann_von_Medem,,Russian Empire,Mežotne,,1763,1838
Christopher_of_Baden-Durlach,,Karlsruhe,Karlsburg Castle,1,1684,1723
Chueang,King of Ngoenyang Kingdom,Sip Song Chau Tai,Phayao,,1125,1192
Chuzi_I,,,,,-708,-698
Chuzi_II,,,,,389,-385
Claire-Clémence_de_Maillé-Brézé,"['Princess of Condé', 'Duchess of Fronsac']",France,Brézé,1,1628,1694
Clara_Maria_of_Pomerania-Barth,,Hitzacker,Franzburg,1,1574,1623
Claude_Françoise_de_Lorraine,Duchess of Lorraine,Austria,Palace of the Dukes of Lorraine,,1612,1648
"Claude_Lamoral,_3rd_Prince_of_Ligne",Prince of Ligne,Madrid,Château de Belœil,,1618,1679
"Claude_Lamoral,_6th_Prince_of_Ligne",Prince of Ligne,Château de Belœil,,,1685,1766
Claude_de_Vin_des_Œillets,Mademoiselle des Œillets,France,Provence,,1637,1687
Claudia_Felicitas_of_Austria,"['Holy Roman Empress', 'Archduchess of Austria', 'Queen consort of Bohemia and Hungary']",Vienna,Grand Duchy of Tuscany,1,1653,1676
Clemence_of_Austria,,,Austria,1,1262,1293
Colman_O'Loghlen,,,,,1819,1877
"Conrad,_Margrave_of_Meissen",,,,1,1097,1157
Consolidation_of_Pedro_II_of_Brazil,,France,Paço de São Cristóvão,1,1825,1891
Consort_Donggo,,,,1,1639,1660
Consort_Dun,,,,1,1746,1806
Consort_Li_(Zhenzong),,Henan,Zhejiang,1,987,1032
Consort_Shu,,,,1,1728,1777
Consort_Wan,,,,1,1428,1487
Constance_of_Aragon,,,,2,1179,1222
"Constance_of_Aragon,_Queen_of_Majorca",,Montpellier,,1,1318,1346
"Constance_of_France,_Countess_of_Toulouse",Countess consort of Boulogne and Toulouse,,,2,1124,1176
"Constance_of_Sicily,_Queen_of_Aragon",,Spain,Sicily,1,1249,1302
Constantin_von_Liechtenstein,,Zürich,Vienna,,1911,2001
"Constantine,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,Zschopau,Rotenburg an der Fulda,,1716,1778
"Constantine,_Prince_of_Hohenzollern-Hechingen",Prince of Hohenzollern-Hechingen,Silesia,Silesia,1,1801,1869
Cornelis_de_Graeff,,,Amsterdam,1,1599,1664
Cory_Cory-Wright,,,,,1838,1909
Count_Aage_of_Rosenborg,Count of Rosenborg,Taza,Denmark,,1887,1940
Count_Christian_of_Rosenborg,,,Sorgenfri Palace,1,1942,2013
Count_Erik_of_Rosenborg,Prince Erik Count of Rosenborg,Denmark,Denmark,,1890,1950
Count_Flemming_Valdemar_of_Rosenborg,Count Flemming Valdemar of Rosenborg,France,Sweden,,1922,2002
Count_Karl_Leopold_von_Schlieben,,Königsberg,Kingdom of Prussia,1,1723,1788
Count_Luitpold_of_Castell-Castell,Count Luitpold of Castell-Castell,Kingdom of Bulgaria,Langenzell,1,1904,1941
Count_Oluf_of_Rosenborg,,Denmark,Denmark,,1923,1990
Count_Viggo_of_Rosenborg,Prince Viggo Count of Rosenborg,Denmark,Denmark,1,1893,1970
Countess_Adelaide_of_Lippe-Biesterfeld,Princess of Saxe-Meiningen,Detmold,Oberkassel Bonn,1,1870,1948
Countess_Alexandra_von_Zarnekau,Countess von Zarnekau,France,Georgia_Russian_Empire,1,1883,1957
Countess_Caroline_of_Erbach-Fürstenau,Duchess of Saxe-Hildburghausen,Hildburghausen,Fürstenau,1,1700,1758
Countess_Charlotte_Johanna_of_Waldeck-Wildungen,Duchess of Saxe-Coburg-Saalfeld,Hildburghausen,Bad Arolsen,1,1664,1699
Countess_Charlotte_of_Hanau-Lichtenberg,,Darmstadt,Bouxwiller Bas-Rhin,1,1700,1726
Countess_Claudine_Rhédey_von_Kis-Rhéde,Countess von Hohenstein,Austria,Sângeorgiu de Pădure,1,1812,1841
Countess_Elisabeth_Dobržensky_de_Dobrženicz,Countess of Dobržensky,Sintra,Chotěboř,1,1875,1951
Countess_Emilia_of_Nassau,Princess of Portugal (disputed),Geneva,Cologne,1,1569,1629
Countess_Franziska_Kinsky_of_Wchinitz_and_Tettau,Princess consort of Liechtenstein,Vienna,Austrian Empire,1,1813,1881
Countess_Friederike_of_Schlieben,Duchess of Schleswig-Holstein-Sonderburg-Beck,Schleswig Schleswig-Holstein,Königsberg,1,1757,1827
Countess_Georgina_von_Wilczek,Princess of Liechtenstein,Grabs,First Austrian Republic,1,1921,1989
Countess_Henriette_Catherine_of_Nassau,Princess consort of Anhalt-Dessau,,The Hague,1,1637,1708
Countess_Henriette_Charlotte_of_Nassau-Idstein,,Delitzsch_Castle,Idstein Castle,1,1693,1734
Countess_Ina_Marie_von_Bassewitz,,Munich,Mecklenburg-Vorpommern,1,1888,1973
Countess_Irma_Sztáray_de_Sztára_et_Nagymihály,Countess Sztáray de Sztára et Nagymihály,Sobrance,Staré,,1863,1940
Countess_Katharina_Dorothea_Finck_of_Finckenstein,,Halberstadt,Szymbark Warmian-Masurian Voivodeship,,1700,1728
Countess_Maria_Draskovich_of_Trakostjan,Duchess of BavariaJacobite consort,Kreuth,Vienna,1,1904,1969
Countess_Maria_Louise_Albertine_of_Leiningen-Falkenburg-Dagsburg,Princess George William of Hesse-Darmstadt,Grand Duchy of Mecklenburg-Strelitz,Obrigheim Rhineland-Palatinate,1,1729,1818
Countess_Marie-Jenke_Keglevich_of_Buzin,Duchess of BavariaJacobite consort,Austria,Kingdom of Hungary (1920–46),1,1921,1983
Countess_Palatine_Anna_Maria_of_Neuburg,Duchess consort of Saxe-Weimar,Dornburg,Neuburg an der Donau,1,1575,1643
Countess_Palatine_Caroline_of_Zweibrücken,Landgravine of Hesse-Darmstadt,Darmstadt,Strasbourg,1,1721,1774
Countess_Palatine_Dorothea_Sophie_of_Neuburg,,Duchy of Parma,Neuburg an der Donau,2,1670,1748
Countess_Palatine_Dorothea_of_Simmern,Princess of Anhalt-Dessau,Sandersleben,Kaiserslautern,1,1581,1631
Countess_Palatine_Elisabeth_Auguste_of_Sulzbach,"['Electress Palatine', 'Electress of Bavaria']",Weinheim,Mannheim Palace,1,1721,1794
Countess_Palatine_Elisabeth_of_Simmern-Sponheim,,Wiener Neustadt,Birkenfeld,1,1540,1594
Countess_Palatine_Maria_Anna_of_Neuburg,"['Duchess of Bavaria', 'Countess Palatine of Neuburg']",Ahaus,Zákupy,1,1693,1751
Countess_Palatine_Maria_Anna_of_Zweibrücken-Birkenfeld,"['Duchess in Bavaria', 'Countess Palatine of Birkenfeld-Gelnhausen']",Bamberg,Schwetzingen,1,1753,1824
Countess_Sophie_Amalie_of_Nassau-Siegen,Duchess of Courland,Jelgava,Terborg,1,1650,1688
Countess_Viktoria-Luise_of_Solms-Baruth,Countess Viktoria-Luise of Solms-Baruth,United States,Kasel-Golzig,1,1921,2003
"Cristóbal_Martínez-Bordiú,_10th_Marquis_of_Villaverde","['Marquis of Villaverde', 'Consort Duke of Franco']",Madrid,Mancha Real,1,1922,1998
Currimbhoy_Ebrahim,,,,,1840,1924
Cuthbert_Ackroyd,,,,,1892,1973
Cuyen,,,,,1580,1615
"César,_Duke_of_Vendôme","['Duke of Vendôme', 'Légitimé de France']",,Château de Coucy,1,1594,1665
"Camille,_Prince_of_Marsan",Prince of Marsan,Hôtel de Chimay,,,1725,1780
Camille_Paule,,Champagney Jura,Pesmes,1,1867,1946
"Camillo_Ruspoli,_2nd_Prince_of_Candriano",2nd Prince of Candriano,Cuba,Kingdom of Italy,,1882,1949
"Carl,_3rd_Prince_of_Leiningen",,Kingdom of Bavaria,Electorate of Bavaria,,1804,1856
"Carl,_Prince_of_Wied",Prince of Wied,Neuwied,Neuwied,1,1961,2015
"Carl_Friedrich_Wilhelm,_1st_Prince_of_Leiningen",Prince of Leiningen,Amorbach,Bad Dürkheim,,1724,1807
"Carl_Ludwig_II,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,Salzburg,Langenburg,,1829,1907
"Carlo,_Duke_of_Calabria",Duke of Calabria,Palace of Caserta,Palace of Caserta,,1775,1778
"Carlo_Emmanuele_dal_Pozzo,_5th_Prince_of_Cisterna",Prince della Cisterna,Turin,Kingdom of Sardinia,1,1787,1864
"Carol_Victor,_Hereditary_Prince_of_Albania",Hereditary Prince of Albania,West Germany,Kingdom of Prussia,1,1913,1973
Caroline_Amalie_of_Augustenburg,,Copenhagen,Copenhagen,1,1796,1881
Caroline_Augusta_of_Bavaria,,Vienna,Mannheim,2,1792,1873
Caroline_Lacroix,Baroness Vaughan,France,Kingdom of Romania,1,1883,1948
Caroline_of_Baden,,Kingdom of Bavaria,Margraviate of Baden,1,1776,1841
Caroline_of_Hesse-Homburg,Princess of Schwarzburg-Rudolstadt,,,1,1771,1854
Caroline_of_Nassau-Saarbrücken,,Darmstadt,,1,1704,1774
Casimir_II_the_Just,,Kraków,,1,1138,1194
"Casimir_VI,_Duke_of_Pomerania",,Darłowo,Wolgast,,1557,1605
"Catherine,_Princess_of_Asturias",Princess of Asturias,Madrigal de las Altas Torres,Illescas Toledo,,1422,1424
Catherine_Antonovna_of_Brunswick,,Horsens,Saint Petersburg,,1741,1807
Catherine_Bagration,,Venice,Naples,2,1783,1857
Catherine_Charlotte_de_Gramont,,Early modern France,,1,1639,1678
Catherine_Henriette_de_Bourbon,"['Légitimée de France', 'Duchess of Elbeuf']",,Rouen,1,1596,1663
Catherine_Opalińska,,France,Poznań,1,1680,1747
Catherine_Pavlovna_of_Russia,,Württemberg,Catherine Palace,2,1788,1819
Catherine_Yurievskaya,PrincessCatherine Yurievskaya,Hampshire,Saint Petersburg,2,1878,1959
"Catherine_de'_Medici,_Governor_of_Siena",,Siena,Palazzo Pitti,1,1593,1629
Catherine_de_Bourbon,Hereditary Princess of Lorraine,Palace of the Dukes of Lorraine,Kingdom of France,1,1559,1604
"Catherine_of_Austria,_Duchess_of_Calabria",,Naples,Vienna,1,1295,1323
Catherine_of_Brunswick-Lüneburg,,Grimma,,1,1395,1442
"Catherine_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Lauenburg",,Amt Neuhaus,,1,1488,1563
"Catherine_of_Brunswick-Wolfenbüttel,_Margravine_of_Brandenburg-Küstrin",Margravine of Brandenburg-Küstrin,Krosno Odrzańskie,Wolfenbüttel,1,1518,1574
Catherine_of_Cleves,"['Duchess consort of Guise', 'suo jureCountess of Eu']",Eu Seine-Maritime,,1,1548,1633
"Catherine_of_France,_Countess_of_Montpensier",Countess of Montpensier,,Paris,1,1378,1388
Catherine_of_Henneberg,,Meissen,Schleusingen,1,1334,1397
Catherine_of_Hungary_(1370–1378),,Hungary,Hungary,,1370,1378
Catherine_of_Lorraine,Abbess of Remiremont,France,Palace of the Dukes of Lorraine,,1573,1648
Catherine_of_Mecklenburg,Duchess consort of SaxonyMargravine consort of Meissenand Lady ofFreiberg,Torgau,,1,1487,1561
Catherine_of_Poděbrady,Queen consort of Hungary and Croatia,Buda,Poděbrady,1,1449,1464
"Catherine_of_Saxe-Lauenburg,_Duchess_of_Mecklenburg",,,,2,1400,1450
Catherine_of_Ymseborg,,Gudhem Abbey,,1,1215,1252
"Cecil_Bisshopp,_12th_Baron_Zouche",,,,,1752,1828
Cecilia_of_Normandy,Abbess of Holy Trinity,France,France,,1056,1126
Cemile_Sultan,,Istanbul,Beylerbeyi Palace,,1843,1915
"Cesare_d'Este,_Duke_of_Modena",Duke of Modena and Reggio,Ferrara,Ferrara,1,1553,1597
Cevherriz_Hanımefendi,,Turkey,North Caucasus,1,1863,1940
Chabi,,,,1,1227,1281
Chai_Rong,EmperorShizong of(Later) Zhou,Henan,Hebei,2,921,959
Changning_(prince),Prince Gong of the First Rank,,,,1657,1703
Chantal_de_Chevron-Villette,"['Duchess of Castro', 'Princess of Bourbon-Two Sicilies']",France,France,1,1925,2005
"Charles,_6th_Prince_of_Löwenstein-Wertheim-Rosenberg",Prince of Löwenstein-Wertheim-Rosenberg,Weimar Republic,Bor (Tachov District),1,1834,1921
"Charles,_Count_of_Armagnac",Count of Armagnac,,,,1684,1751
"Charles,_Count_of_Charolais",Count of Charolais,France,France,,1700,1760
"Charles,_Count_of_Marsan",Count of Marsan,France,,,1648,1708
"Charles,_Prince_of_Commercy",Prince de Commercy Count de Rosnay,,Bar-le-Duc,,1661,1702
"Charles,_Prince_of_Rochefort",Prince of Rochefort,,France,,1693,1757
"Charles_Alain,_Prince_of_Guéméné","['Duke of Bouillon', 'Prince of Guéméné']",Sychrov Castle,France,,1764,1836
"Charles_Alexander,_Grand_Duke_of_Saxe-Weimar-Eisenach",Grand Duke of Saxe-Weimar-Eisenach,Weimar,Weimar,1,1818,1901
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1844–1894)",Hereditary Grand Duke of Saxe-Weimar-Eisenach,Cape Martin,Weimar,1,1844,1894
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1912–1988)","['Saxe-Weimar-Eisenach', 'Hereditary Grand Duke of']",Schienen_am_Bodensee,Schloss_Wilhelmsthal,1,1912,1988
"Charles_Christian,_Prince_of_Nassau-Weilburg",Prince of Nassau-Weilburg,Münster-Dreissen,Weilburg,1,1735,1788
Charles_Cornwallis_Lloyd,,,,,1706,1729
"Charles_Emmanuel,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,,,1,1746,1812
"Charles_Emmanuel,_Prince_of_Carignano",Prince of Carignano,French First Republic,Turin,1,1770,1800
"Charles_Eugene,_Prince_of_Lambesc","['Duke of Elbeuf', 'Prince of Lambesc']",Austria,France,,1751,1825
"Charles_Ferdinand,_Prince_of_Capua",Prince of Capua,Turin,Kingdom of Sicily,,1811,1862
Charles_Gladstone,,,,,1888,1968
Charles_Godefroy_de_La_Tour_d'Auvergne,Duke of Bouillon,France,Hôtel de Chimay,1,1706,1771
